cantidad_productos,formatos,marcas,motivos,muestra_nombres,producto_base,productos_ids
2,2.7kg;8kg,omo,formatos incompatibles,Detergente Polvo Omo Matic Ultra Power Bolsa 8 kg | Detergente Polvo Omo Matic Ultra Power Bolsa 2.7 kg,detergente_matic_ultra_power_bolsa_omo,25011;25026
3,0.4kg;2.5kg,bio frescura,formatos incompatibles,Detergente Polvo Bio Frescura Bosque Nativo 2.5 kg | Detergente Polvo Bio Frescura Bosque Nativo 400 g | Detergente bio frescura bosque nativo polvo 2.5 kg,detergente_bosque_nativo_bio_frescura_polvo,25020;25185;30994
2,0.85kg;0.88kg,sin marca,formatos incompatibles,Detergente Polvo Perwoll Lana Delicado 880 g | Detergente Perwoll Lana/Delicado 850 g,detergente_perwoll_lana_delicado_sin_marca,25126;25168
2,1kg;3kg,sin marca,formatos incompatibles,Detergente Polvo Rinso Hortensias y Flores Blancas Bolsa 3 kg | Detergente Polvo Rinso Hortensias y Flores Blancas Bolsa 1 kg,detergente_rinso_hortensias_flores_blancas_bolsa,25129;25131
2,1.8l;1.9l,sin marca,formatos incompatibles,Pack 3 un. Detergente Líquido Ace 1.8 L | Pack 3 un. Detergente Líquido Ace 1.9 L,pack_3_un__detergente_ace_sin,25149;25204
2,0.5l,drive;omo,marcas distintas,Pack 3 un. Detergente Líquido Omo Diluible Botella 500 ml | Pack 3 un. Detergente Líquido Drive Diluible Botella 500 ml,pack_3_un__detergente_diluible_botella,25160;25202
2,4.08l;4.55l,sin marca,formatos incompatibles,Detergente Líquido Tide Concentrado Original 4.55 L | Detergente Líquido Tide Concentrado Original 4.08 L,detergente_tide_concentrado_original_sin_marca,25171;25203
3,0.45kg;5l;8kg,sin marca,formatos incompatibles,Detergente Polvo Rinso Jazmín y Violetas 8 kg | Detergente Polvo Rinso Jazmín y Violetas 450 g | Detergente Líquido Rinso Jazmín y Violetas 5 L,detergente_rinso_jazmin_violetas_sin_marca,25178;25179;25180
2,0.9l;4l,sin marca,formatos incompatibles,Limpiador Multiuso Home Care Lavanda Silvestre 4 L | Limpiador Multiuso Home Care Lavanda Silvestre 900 ml,limpiador_multiuso_home_care_lavanda_silvestre,25301;25320
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Líquido Desinfectante Virutex Cítrico 900 ml | Limpiador Líquido Desinfectante Virutex Cítrico 1.8 L,limpiador_desinfectante_virutex_citrico_sin_marca,25302;25305
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Frescura Cítrica 900 ml | Limpiador de Pisos Poett Frescura Cítrica 1.8 L,limpiador_pisos_poett_frescura_citrica_sin,25303;25344
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Fresco Despertar 1800 ml | Limpiador de Pisos Poett Fresco Despertar 900 ml,limpiador_pisos_poett_fresco_despertar_sin,25307;25330
3,0.9l;1.8l;4l,sin marca,formatos incompatibles,Limpiador Multiuso Home Care Brisas de Primavera 900 ml | Limpiador Multiuso Home Care Brisas de Primavera 1.8 L | Limpiador Multiuso Home Care Brisas de Primavera 4 L,limpiador_multiuso_home_care_brisas_primavera,25312;25356;25429
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Alegra Tu Dia 1.8 L | Limpiador de Pisos Poett Alegra Tu Dia 900 cc,limpiador_pisos_poett_alegra_tu_dia,25314;25481
3,0.5l;0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Desinfectante Clorox Marina 900 cc | Limpiador Desinfectante Clorox Marina 1.8 L | Limpiador Desinfectante Clorox Marina 500 cc,limpiador_desinfectante_clorox_marina_sin_marca,25315;25447;25911
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Multiuso Home Care Valles de Bamboo 900 ml | Limpiador Multiuso Home Care Valles de Bamboo 1.8 L,limpiador_multiuso_home_care_valles_bamboo,25318;25342
3,0.9l;1.8l;4l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Frescura de Lavanda 1.8 L | Limpiador de Pisos Poett Frescura de Lavanda 4 L | Limpiador de Pisos Poett Frescura de Lavanda 900 ml,limpiador_pisos_poett_frescura_lavanda_sin,25319;25349;25436
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Líquido Desinfectante Virutex Primavera 1.8 L | Limpiador Líquido Desinfectante Virutex Primavera 900 ml,limpiador_desinfectante_virutex_primavera_sin_marca,25324;25333
2,0.2kg;0.5kg,sin marca,formatos incompatibles,Pasta de Limpieza Fibro Glow 500 g | Pasta de Limpieza Fibro Glow 200 g,pasta_limpieza_fibro_glow_sin_marca,25326;25390
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Líquido Desinfectante Virutex Lavanda 900 ml | Limpiador Líquido Desinfectante Virutex Lavanda 1.8 L,limpiador_desinfectante_virutex_lavanda_sin_marca,25331;25354
2,0.2l;0.75l,sin marca,formatos incompatibles,Gel Limpiador Desinfectante Inodoro Harpic Removedor de Sarro 200 ml | Gel Limpiador Desinfectante Inodoro Harpic Removedor de Sarro 750 ml,gel_limpiador_desinfectante_inodoro_harpic_removedor,25341;25487
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Lysol Flores del Jardín 1.8 L | Limpiador Lysol Flores Del Jardín 900 ml,limpiador_lysol_flores_del_jardin_sin,25343;25348
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiapisos Adclean Destructor de Suciedad 1800 ml | Limpiapisos Adclean Destructor de Suciedad 900 ml,limpiapisos_adclean_destructor_suciedad_sin_marca,25359;25365
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos y Multisuperficies Lysoform Desinfectante Lavanda Botella 900 ml | Limpiador de Pisos y Multisuperficies Lysoform Desinfectante Lavanda Botella 1.8 L,limpiador_pisos_multisuperficies_lysoform_desinfectante_lavanda,25361;25437
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Igenix Frescura Floral 900 ml | Limpiador Igenix Frescura Floral 1800 ml,limpiador_igenix_frescura_floral_sin_marca,25364;25428
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Igenix Lavanda 1800 ml | Limpiador Igenix Lavanda 900 ml,limpiador_igenix_lavanda_sin_marca_general,25366;25440
2,0.45l;0.9l,sin marca,formatos incompatibles,Limpiador Antigrasa Cif Antigrasa Biodegradable Doypack 450 ml | Limpiador Antigrasa Cif Antigrasa Biodegradable Doypack 900 ml,limpiador_antigrasa_cif_biodegradable_doypack_sin,25394;25492
2,0.45l;0.9l,sin marca,formatos incompatibles,Limpiador Baño Clorox Antihongos Doypack 900 cc | Limpiador Baño Clorox Antihongos Doypack 450 cc,limpiador_bano_clorox_antihongos_doypack_sin,25407;25528
2,0.45l;0.9l,sin marca,formatos incompatibles,Limpiador Baño Cif Biodegradable Doypack 450 ml | Limpiador Baño Cif Biodegradable Doypack 900 ml,limpiador_bano_cif_biodegradable_doypack_sin,25408;25491
3,0.9l;1.8l;4l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Espiritu Play 1.8 L | Limpiador de Pisos Poett Espiritu Play 900 ml | Limpiador de Pisos Poett Espiritu Play 4 L,limpiador_pisos_poett_espiritu_play_sin,25409;25504;25510
3,0.45l;0.5l;0.9l,sin marca,formatos incompatibles,Limpiador Cif Expert Vidrios y Multiuso 900 ml | Limpiador Cif Expert Vidrios y Multiuso 500 ml | Limpiador Cif Expert Vidrios y Multiuso 450 ml,limpiador_cif_expert_vidrios_multiuso_sin,25426;25603;25616
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Igenix Vainilla 900 ml | Limpiador Igenix Vainilla 1800 ml,limpiador_igenix_vainilla_sin_marca_general,25434;25499
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Desinfectante Clorox Floral 1.8 L | Limpiador Desinfectante Clorox Floral 900 cc,limpiador_desinfectante_clorox_floral_sin_marca,25450;25508
3,0.5l;0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Desinfectante Clorox Lavanda 900 cc | Limpiador Desinfectante Clorox Lavanda 1.8 L | Limpiador Desinfectante Clorox Lavanda 500 cc,limpiador_desinfectante_clorox_lavanda_sin_marca,25452;25453;25909
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Igenix Manzana Verde 1800 ml | Limpiador Igenix Manzana Verde 900 ml,limpiador_igenix_manzana_verde_sin_marca,25455;25520
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Bebé 900 ml | Limpiador de Pisos Poett Bebé 1.8 L,limpiador_pisos_poett_bebe_sin_marca,25458;25913
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador Clorox Cítrico 1800 cc | Limpiador Clorox Cítrico 900 cc,limpiador_clorox_citrico_sin_marca_general,25477;25494
2,0.25l;0.5l,sin marca,formatos incompatibles,Lustramuebles Home Care 500 ml | Lustramuebles Home Care 250 ml,lustramuebles_home_care_sin_marca_general,25478;25687
2,0.2l;0.375l,sin marca,formatos incompatibles,Limpiador de Plata Poliboy 200 ml | Limpiador de Plata Poliboy 375 ml,limpiador_plata_poliboy_sin_marca_general,25483;25552
2,0.2l;0.4l,sin marca,formatos incompatibles,Gel Limpiador Facial Eucerin Dermopure 400 ml | Gel Limpiador Facial Eucerin Dermopure 200 ml,gel_limpiador_facial_eucerin_dermopure_sin,25501;25543
3,0.9l;1.8l;4l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Flores de Primavera 900 ml | Limpiador de Pisos Poett Flores de Primavera 1.8 L | Limpiador de Pisos Poett Flores de Primavera 4 L,limpiador_pisos_poett_flores_primavera_sin,25502;25506;25513
3,0.5l;0.71l,sin marca,formatos incompatibles,Limpiador de Inodoro Pato Purific Destructor de Sarro Marina 710 ml | Limpiador de Inodoro Pato Purific Destructor de Sarro Marina 500 ml | Limpiador de Inodoro Pato Purific Destructor de Sarro Citrus 500 ml,limpiador_inodoro_pato_purific_destructor_sarro,25511;25533;25537
3,0.45l;0.65l;0.7l,sin marca,formatos incompatibles,Limpiador Pigeon Biberones 450 ml | Limpiador Pigeon Biberones 650 ml | Limpiador Pigeon Biberones 700 ml,limpiador_pigeon_biberones_sin_marca_general,25607;25621;25623
2,0.25l;0.5l,sin marca,formatos incompatibles,Lustramuebles Virginia Lavanda 500 ml | Lustramuebles Virginia Lavanda 250 cc,lustramuebles_virginia_lavanda_sin_marca_general,25636;25641
2,0.9l;1.8l,sin marca,formatos incompatibles,Abrillantador Piso Flotante Virginia Lavanda 1.8 L | Abrillantador Piso Flotante Virginia Lavanda 900 cc,abrillantador_piso_flotante_virginia_lavanda_sin,25642;25644
2,0.05l;0.08l,sin marca,formatos incompatibles,Betún Pasta Calzado Virginia Bio Café 80 ml | Betún Pasta Calzado Virginia Bio Café 50 ml,betun_pasta_calzado_virginia_bio_cafe,25685;25854
2,1.8l;4l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Solo para Ti 4L | Limpiador de Pisos Poett Solo para Ti 1.8 L,limpiador_pisos_poett_solo_para_ti,25789;25910
2,0.9l;1.8l,sin marca,formatos incompatibles,Limpiador de Pisos Poett Música Primavera 1.8 L | Limpiador de Pisos Poett Música Primavera 900 cc,limpiador_pisos_poett_musica_primavera_sin,25826;25843
2,0.05l;0.08l,sin marca,formatos incompatibles,Betún Pasta Calzado Virginia Bio Negro 50 ml | Betún Pasta Calzado Virginia Bio Negro 80 ml,betun_pasta_calzado_virginia_bio_negro,25853;25892
3,0.3l;0.5l;0.75l,sin marca,formatos incompatibles,Lavalozas Home Care Bio Concentrado 750 ml | Lavalozas Home Care Bio Concentrado 300 ml | Lavalozas Home Care Bio Concentrado 500 ml,lavalozas_home_care_bio_concentrado_sin,25935;25937;25939
2,0.3l;0.5l,sin marca,formatos incompatibles,Lavalozas Cif Bio Activ Limón 300 ml | Lavalozas Cif Bio Activ Limón 500 ml,lavalozas_cif_bio_activ_limon_sin,25946;25947
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante Downy Verano Tropical 1000 ml | Suavizante Downy Verano Tropical 500 ml,suavizante_downy_verano_tropical_sin_marca,25957;25992
2,1.5l;1l,sin marca,formatos incompatibles,Suavizante Downy Brisa de Verano Aroma 1 L Rinde 4 L | Suavizante Downy Brisa de Verano Aroma 1.5 L Rinde 6 L,suavizante_downy_brisa_verano_aroma_rinde,25958;25980
2,0.45l;0.9l,sin marca,formatos incompatibles,Suavizante Downy Mistico Concentrado Perfume Sofisticado Frutal 900 ml | Suavizante Downy Mistico Concentrado Perfume Sofisticado Frutal 450 ml,suavizante_downy_mistico_concentrado_perfume_sofisticado,25960;25976
2,1l;5l,sin marca,formatos incompatibles,Suavizante Ropa Soft Classic Normal 5 L | Suavizante Ropa Soft Classic 1 L,suavizante_ropa_soft_classic_sin_marca,25965;25989
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante de Ropa Comfort Puro Cuidado 1 L | Suavizante Ropa Comfort Puro Cuidado 500 ml,suavizante_ropa_comfort_puro_cuidado_sin,25969;25974
2,1l;5l,sin marca,formatos incompatibles,Suavizante Ropa Home Care Clásico 5 L | Suavizante Ropa Home Care Clásico 1 L,suavizante_ropa_home_care_clasico_sin,25988;26001
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante Downy Lirios de Campo 500 ml | Suavizante Downy Lirios de Campo 1 L,suavizante_downy_lirios_campo_sin_marca,25991;25995
2,0.51kg;0.68kg,sin marca,formatos incompatibles,Perlas de Aroma Arm & Hammer Tropical Paradise 510 g | Perlas de Aroma Arm & Hammer Tropical Paradise 680 g,perlas_aroma_arm_hammer_tropical_paradise,25996;26014
5,0.25kg;0.75kg,sin marca,formatos incompatibles,Suavizante Aromático Casa Nativa Perlas Aroma Flores Polinésicas 750 g | Suavizante Aromático Casa Nativa Perlas Aroma Bahía Coral 750 g | Suavizante Aromático Casa Nativa Perlas Aroma Bahía Coral 250 g | Suavizante Aromático Casa Nativa Perlas Aroma Frutos Tropicales 750 g | Suavizante Aromático Casa Nativa Perlas Aroma Flores Polinésicas 250 g,suavizante_aromatico_casa_nativa_perlas_aroma,25997;25999;26034;26040;26044
2,2l;5l,sin marca,formatos incompatibles,Suavizante de Ropa Máxima 5 L | Suavizante de Ropa Máxima 2 L,suavizante_ropa_maxima_sin_marca_general,25998;26006
2,0.51kg;0.68kg,sin marca,formatos incompatibles,Perlas de Aroma Arm & Hammer Purifying Waters 680 g | Perlas de Aroma Arm & Hammer Purifying Waters 510 g,perlas_aroma_arm_hammer_purifying_waters,26002;26021
5,0.141kg;0.156kg;0.345kg;0.42kg,sin marca,formatos incompatibles,Perlas de Perfume Downy April Fresh 141 g | Perlas de Perfume Downy April Fresh 345 g | Perlas de Perfume Downy April Fresh 420 g | Perlas de Perfume Downy April Fresh 156 g | Perlas de perfume downy april fresh 141 g,perlas_perfume_downy_april_fresh_sin,26005;26016;26052;26054;31056
3,0.141kg;0.345kg;0.68kg,sin marca,formatos incompatibles,Perlas de Perfume Downy Unstopables Fresh 345 g | Perlas de Perfume Downy Unstopables Fresh 141 g | Perlas de Perfume Downy Unstopables Fresh 680 g,perlas_perfume_downy_unstopables_fresh_sin,26015;26019;26033
2,0.25l;0.45l,sin marca,formatos incompatibles,Aromatizante de Telas Poett Suavidad de Algodón 450 ml | Aromatizante de Telas Poett Suavidad de Algodón 250 ml,aromatizante_telas_poett_suavidad_algodon_sin,26022;26025
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante Downy Frescura Primavera 500 ml | Suavizante Downy Frescura Primavera 1 L,suavizante_downy_frescura_primavera_sin_marca,26026;26032
3,0.141kg;0.156kg;0.42kg,sin marca,formatos incompatibles,Perlas de Perfume Downy Fresh 156 g | Perlas de Perfume Downy Fresh 420 g | Perlas de perfume downy fresh 141 g,perlas_perfume_downy_fresh_sin_marca,26050;26051;31058
2,0.141kg;0.422kg,sin marca,formatos incompatibles,Perlas de Perfume Downy Lush 422 g | Perlas de perfume downy lush 141 g,perlas_perfume_downy_lush_sin_marca,26053;31096
2,0.45l;0.9l,sin marca,formatos incompatibles,Suavizante Downy Hipoalergénico 450 ml | Suavizante Downy Hipoalergénico 900 ml,suavizante_downy_hipoalergenico_sin_marca_general,26057;26058
2,0.122kg;0.752kg,sin marca,formatos incompatibles,Intensificador de Olor Downy Beads Fresh 752 g | Intensificador de Olor Downy Beads Fresh 122 g,intensificador_olor_downy_beads_fresh_sin,26059;26065
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante Ropa Downy Perfume 500 ml | Suavizante Ropa Downy Perfume 1 L,suavizante_ropa_downy_perfume_sin_marca,26067;26071
2,0.122kg;0.162kg,sin marca,formatos incompatibles,Intensificador de Olor Downy Beads Febreeze 162 g | Intensificador de Olor Downy Beads Febreeze 122 g,intensificador_olor_downy_beads_febreeze_sin,26074;26075
2,0.5l;1l,sin marca,formatos incompatibles,Suavizante Ropa Downy Hipoalergénico 1 L | Suavizante Ropa Downy Hipoalergénico 500 ml,suavizante_ropa_downy_hipoalergenico_sin_marca,26077;26078
2,0.12kg;0.45kg,sin marca,formatos incompatibles,Blanqueador Ropa Iberia 120 g | Blanqueador Ropa Iberia 450 g,blanqueador_ropa_iberia_sin_marca_general,26085;26098
2,0.37l;0.65l,sin marca,formatos incompatibles,Shampoo Dove Hidratación + Ácido Hialurónico y Vitamina 370 ml | Shampoo Dove Hidratación + Ácido Hialurónico y Vitamina 650 ml,shampoo_dove_hidratacion_acido_hialuronico_vitamina,26104;26121
2,0.25l;0.5l,sin marca,formatos incompatibles,Shampoo Tresemmé Brillo Lamelar 500 ml | Shampoo Tresemmé Brillo Lamelar 250 ml,shampoo_tresemme_brillo_lamelar_sin_marca,26123;26847
2,0.4l;0.865l,sin marca,formatos incompatibles,Shampoo Herbal Essences Bio Renew Argan Oil 865 ml | Shampoo Herbal Essences Bio:Renew Argan Oil Of Morocco 400 ml,shampoo_herbal_essences_bio_renew_argan,26128;26217
2,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Borrador de Daño 350 ml | Shampoo Borrador de Daño 650 ml,shampoo_borrador_dano_sin_marca_general,26135;26205
2,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Fructis Probióticos Fuerza 350 ml | Shampoo Fructis Probióticos Fuerza 650 ml,shampoo_fructis_probioticos_fuerza_sin_marca,26137;26229
2,0.3l;1l,sin marca,formatos incompatibles,Shampoo Pantene Molecular Bond Repair 1 L | Shampoo Pantene Molecular Bond Repair 300 ml,shampoo_pantene_molecular_bond_repair_sin,26148;26166
2,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Aminexil Anti-Caída 680 ml | Shampoo Elvive Aminexil Anti-Caída 370 ml,shampoo_elvive_aminexil_anti_caida_sin,26156;26279
2,0.19l;0.34l,sin marca,formatos incompatibles,Shampoo Sedal Luminous UV 340 ml | Shampoo Sedal Luminous UV 190 ml,shampoo_sedal_luminous_uv_sin_marca,26157;26849
2,0.3l;0.51l,sin marca,formatos incompatibles,Shampoo Pantene Pro-V Miracles Colágeno 300 ml | Shampoo Pantene Pro-V Miracles Colágeno 510 ml,shampoo_pantene_pro_v_miracles_colageno,26158;26388
3,0.3l;0.51l;1l,sin marca,formatos incompatibles,Shampoo Pantene Anticaída Biotinamina B3 1 L | Shampoo Pantene Anticaída+ Biotinamina B3 510 ml | Shampoo Pantene Anticaída+ Biotinamina B3 300 ml,shampoo_pantene_anticaida_biotinamina_b3_sin,26161;26219;26285
2,0.19l;0.34l,sin marca,formatos incompatibles,Shampoo Sedal Hialurónico y Vitamina A 340 ml | Shampoo Sedal Hialurónico + Vitamina A 190 ml,shampoo_sedal_hialuronico_vitamina_a_sin,26168;26838
3,0.37l;0.4l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Reparación Total 5 680 ml | Shampoo Elvive Reparación Total 5 370 ml | Shampoo Elvive Reparación Total 5 400 ml,shampoo_elvive_reparacion_total_5_sin,26185;26259;26588
2,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Fructis Aloe Hidra Bomb 350 ml | Shampoo Fructis Aloe Hidra Bomb 650 ml,shampoo_fructis_aloe_hidra_bomb_sin,26186;26305
2,0.35l;0.41l,sin marca,formatos incompatibles,Shampoo Capilatis Ortiga 410 ml | Shampoo Capilatis Ortiga 350 cc,shampoo_capilatis_ortiga_sin_marca_general,26220;26421
2,0.34l;0.65l,sin marca,formatos incompatibles,Shampoo Sedal Colágeno y Vitamina C 340 ml | Shampoo Sedal Colágeno y Vitamina C 650 ml,shampoo_sedal_colageno_vitamina_c_sin,26238;26387
2,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Fructis Liso Coco 650 ml | Shampoo Fructis Liso Coco 350 ml,shampoo_fructis_liso_coco_sin_marca,26239;26356
2,0.3l;0.51l,sin marca,formatos incompatibles,Shampoo Pantene Keratina con Pro Vitamina B5 Sin Sal 300 ml | Shampoo Pantene Keratina con Pro Vitamina B5 Sin Sal 510 ml,shampoo_pantene_keratina_con_pro_vitamina,26254;26355
2,0.35l;0.65l,sin marca,formatos incompatibles,Shampoo Fructis Recarga Nutritiva 650 ml | Shampoo Fructis Recarga Nutritiva 350 ml,shampoo_fructis_recarga_nutritiva_sin_marca,26255;26368
3,0.375l;0.65l;1l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Anti-Resequedad 375 ml | Shampoo Head & Shoulders Anti-Resequedad 1 L | Shampoo Head & Shoulders Anti-Resequedad 650 ml,shampoo_head_shoulders_anti_resequedad_sin,26282;26296;26402
2,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Dream Long Liss 370 ml | Shampoo Elvive Dream Long Liss 680 ml,shampoo_elvive_dream_long_liss_sin,26345;26485
2,0.18l;0.65l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Limpieza y Revitalización 180 ml | Shampoo Head & Shoulders Limpieza y Revitalización 650 ml,shampoo_head_shoulders_limpieza_revitalizacion_sin,26346;26495
2,0.16kg;0.1kg,sin marca,formatos incompatibles,Shampoo Perro Pet's Fun en Seco 100 g | Shampoo Perro Pet's Fun en Seco 160 g,shampoo_perro_pet_s_fun_en,26362;26600
2,0.415l;0.95l,sin marca,formatos incompatibles,Shampoo Tío Nacho Control Caspa 2 en 1 950 ml | Shampoo Tío Nacho Control Caspa 2 en 1 415 ml,shampoo_tio_nacho_control_caspa_2,26365;26377
3,0.18l;0.375l;1l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Romero 1000 ml | Shampoo Head & Shoulders Romero 180 ml | Shampoo Head & Shoulders Romero 375 ml,shampoo_head_shoulders_romero_sin_marca,26379;26462;26490
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Infantil Johnson's Baby Gotas de Brillo 400 ml | Shampoo Infantil Johnson's Baby Gotas de Brillo 750 ml,shampoo_infantil_johnson_s_baby_gotas,26394;26513
2,0.2l;0.39l,sin marca,formatos incompatibles,Shampoo Vichy Dercos Anticaspa Grasa 200 ml | Shampoo Vichy Dercos Anticaspa Grasa 390 ml,shampoo_vichy_dercos_anticaspa_grasa_sin,26417;26520
2,0.4l;0.61l,sin marca,formatos incompatibles,Shampoo Simond's para Bebés y Niños 610 ml | Shampoo Simond's para Bebés y Niños 400 cc,shampoo_simond_s_para_bebes_ninos,26418;26458
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Pantene Pro-V Brillo Extremo 400 ml | Shampoo Pantene Pro-V Brillo Extremo 750 ml,shampoo_pantene_pro_v_brillo_extremo,26424;26438
4,0.2l;0.37l;1l,sin marca,formatos incompatibles,Pack Elvive Reparación Total 5: Shampoo 370 ml + Acondicionador 370 ml | Pack Elvive Reparación Total 5: Shampoo 370 ml + Acondicionador 200 ml | Pack Elvive Reparación Total 5: Shampoo 1 L + Acondicionador 370 ml | Pack Elvive Reparación Total 5: Shampoo 200 ml + Acondicionador 200 ml,pack_elvive_reparacion_total_5_shampoo,26436;26736;26784;26797
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Dove Regeneración Extrema 750 ml | Shampoo Dove Regeneración Extrema 400 ml,shampoo_dove_regeneracion_extrema_sin_marca,26440;26441
2,0.3l;0.51l,sin marca,formatos incompatibles,Shampoo Equilibrante Pantene Pro-V Equilibrio Raíz y Puntas 300 ml | Shampoo Equilibrante Pantene Pro-V Equilibrio Raíz y Puntas 510 ml,shampoo_equilibrante_pantene_pro_v_equilibrio,26444;26457
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Infantil Johnson's Baby Ph Balanceado 400 ml | Shampoo Infantil Johnson's Baby Ph Balanceado 750 ml,shampoo_infantil_johnson_s_baby_ph,26449;26489
3,0.37l;1l,sin marca,formatos incompatibles,Pack Elvive Hidra Hialurónico: Shampoo 370 ml + Acondicionador 370 ml | Pack Elvive Hidra Hialurónico: Shampoo 370 ml+ Acondicionador 200 ml | Pack Elvive Hidra Hialurónico: Shampoo 1 L + Acondicionador 370 ml,pack_elvive_hidra_hialuronico_shampoo_acondicionador,26472;26771;26804
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Ammens Baby Fórmula Neutra 400 ml | Shampoo Ammens Baby Fórmula Neutra 750 ml,shampoo_ammens_baby_formula_neutra_sin,26473;26500
2,0.37l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Dream Long 370 ml | Shampoo Elvive Dream Long 680 ml,shampoo_elvive_dream_long_sin_marca,26474;26478
2,0.4l;0.75l,sin marca,formatos incompatibles,Shampoo Dove Reconstrucción Completa 400 ml | Shampoo Dove Reconstrucción Completa 750 ml,shampoo_dove_reconstruccion_completa_sin_marca,26476;26724
2,0.35l;0.3l,sin marca,formatos incompatibles,Shampoo 3 en 1 Gelatti Paw Patrol 300 ml | Shampoo 3 en 1 Gelatti Paw Patrol 350 ml,shampoo_3_en_1_gelatti_paw,26554;26567
2,0.375l;1l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Old Spice 375 ml | Shampoo Head & Shoulders Old Spice 1 L,shampoo_head_shoulders_old_spice_sin,26629;26671
2,0.4l;0.68l,sin marca,formatos incompatibles,Shampoo Elvive Óleo Extraordinario Coco 680 ml | Shampoo Elvive Óleo Extraordinario Coco 400 ml,shampoo_elvive_oleo_extraordinario_coco_sin,26636;26857
2,0.37l;0.4l,sin marca,formatos incompatibles,Pack Elvive Dream Long Liss: Shampoo 400 ml + Óleo Liso 100 ml | Pack Elvive Dream Long Liss: Shampoo 370 ml + Óleo Liso 100 ml,pack_elvive_dream_long_liss_shampoo,26650;26734
2,0.375l;1l,sin marca,formatos incompatibles,Shampoo Head & Shoulders Fuerza de Raíz 375 ml | Shampoo Head & Shoulders Fuerza de Raíz 1 L,shampoo_head_shoulders_fuerza_raiz_sin,26681;26684
3,0.2l;0.37l;1l,sin marca,formatos incompatibles,Pack Elvive Dream Long: Shampoo 370 ml + Acondicionador 200 ml | Pack Elvive Dream Long: Shampoo 200 ml + Acondicionador 200 ml | Pack Elvive Dream Long: Shampoo 1 L + Acondicionador 370 ml,pack_elvive_dream_long_shampoo_acondicionador,26739;26764;26796
2,0.415l;0.95l,sin marca,formatos incompatibles,Shampoo Tío Nacho Ginseng 415 ml | Shampoo Tío Nacho Ginseng 950 ml,shampoo_tio_nacho_ginseng_sin_marca,26798;26806
2,0.37l;0.68l,sin marca,formatos incompatibles,Acondicionador Elvive Hidra Hialurónico 680 ml | Acondicionador Elvive Hidra Hialurónico 370 ml,acondicionador_elvive_hidra_hialuronico_sin_marca,26868;26897
2,0.25l;0.51l,sin marca,formatos incompatibles,Acondicionador Pantene Keratina Provitaminab5 Sin Sal 250 ml | Acondicionador Pantene Keratina Provitaminab5 Sin Sal 510 ml,acondicionador_pantene_keratina_provitaminab5_sal_sin,26876;26915
